"system","n","mean","sd","se"
"fusion",3,174.1692166074,42.2633898002109,24.4007794780178
"conf",3,88.1904560303789,13.0339832875581,7.52517375968476
"FV",3,25.0694881533813,13.8816614366877,8.01458096727089
"int",4,16.2610987179084,8.70121611509528,4.35060805754764
