"system","n","mean","sd","se"
"fusion",3,61.3353713103964,2.08494784087374,1.20374519717478
"conf",3,59.8385440382775,2.86124152119255,1.65193856247706
"FV",3,53.9503328062273,2.96054528075563,1.70927161479234
"int",4,49.0376479257389,6.21007161394938,3.10503580697469
