"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,319.357796386993,106.452598795664,1.07843115376898,0.426496245325375
"color",3,344.886149210474,114.962049736825,1.16463719383035,0.397914497715922
"Residuals",6,592.263669814949,98.7106116358248,NA,NA
