"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,2472.12059726078,824.040199086928,37.9208024614938,0.000729663708050926
"color",3,71.4126038065793,23.8042012688598,1.09542521720454,0.431979316331038
"Residuals",5,108.652790236136,21.7305580472272,NA,NA
