"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,1287.69399895308,429.23133298436,0.672296256452163,0.599624425540924
"color",3,480.48803683073,160.162678943577,0.250859527724738,0.858123657850695
"Residuals",6,3830.73380699304,638.45563449884,NA,NA
