"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,0.0702647918483442,0.0234215972827814,4.95464399065784,0.0460460591209894
"color",3,0.0421700432515793,0.0140566810838598,2.97357390360137,0.118696034759535
"Residuals",6,0.0283632050984212,0.00472720084973686,NA,NA
