"system","n","mean","sd","se"
"fusion",3,251.674815663605,19.9748952330582,11.5325111398407
"conf",3,193.432291728257,15.2342393587144,8.79549219465297
"FV",4,266.732769940908,170.096856506372,85.0484282531858
"int",3,337.495962169424,455.037268760385,262.71588961012
