"system","n","mean","sd","se"
"fusion",3,51.9160102469321,4.62203932391476,2.66853564786722
"conf",3,57.3955862820635,3.73288353288203,2.15518131256296
"FV",3,59.374430372728,8.80261227235013,5.08219056501325
"int",4,64.9813029647744,8.16995135563506,4.08497567781753
