"color","n","mean","sd","se"
"blue",4,49.5792949468851,49.6968075880744,24.8484037940372
"green",4,59.9229947403577,52.0323437224192,26.0161718612096
"red",4,68.1474068850742,67.4124699512729,33.7062349756365
"white",1,30.8169321096029,NA,NA
