"system","n","mean","sd","se"
"fusion",3,93.7232400547706,19.1660677606918,11.065534380942
"conf",3,29.092556698078,11.1124446274686,6.41577289702383
"FV",3,13.5657360902847,11.9205456121795,6.88233021807907
"int",4,39.1488719650778,3.00439814821597,1.50219907410799
