"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_green","int_red","int_white"
"conf_blue",0,14.780002406529,44.3733230220006,62.6246536158949,89.9517229236938,126.503178215474,36.8174224805926,69.8908385704078,59.1332721415925,69.4025517102138,71.6394748525902,75.87977760711,70.5368430194039
"conf_green",14.780002406529,0,29.5933206154716,47.8446512093659,75.1717205171647,111.723175808945,51.5974248871216,84.6708409769368,73.9132745481215,84.1825541167428,86.4194772591192,90.659780013639,85.3168454259329
"conf_red",44.3733230220006,29.5933206154716,0,18.2513305938943,45.5783999016932,82.1298551934732,81.1907455025932,114.264161592408,103.506595163593,113.775874732214,116.012797874591,120.253100629111,114.910166041404
"fusion_blue",62.6246536158949,47.8446512093659,18.2513305938943,0,27.3270693077989,63.8785245995789,99.4420760964875,132.515492186303,121.757925757487,132.027205326109,134.264128468485,138.504431223005,133.161496635299
"fusion_green",89.9517229236938,75.1717205171647,45.5783999016932,27.3270693077989,0,36.55145529178,126.769145404286,159.842561494102,149.084995065286,159.354274633908,161.591197776284,165.831500530804,160.488565943098
"fusion_red",126.503178215474,111.723175808945,82.1298551934732,63.8785245995789,36.55145529178,0,163.320600696066,196.394016785882,185.636450357066,195.905729925688,198.142653068064,202.382955822584,197.040021234878
"FV_blue",36.8174224805926,51.5974248871216,81.1907455025932,99.4420760964875,126.769145404286,163.320600696066,0,33.0734160898152,22.3158496609998,32.5851292296212,34.8220523719976,39.0623551265174,33.7194205388113
"FV_green",69.8908385704078,84.6708409769368,114.264161592408,132.515492186303,159.842561494102,196.394016785882,33.0734160898152,0,10.7575664288153,0.48828686019403,1.74863628218241,5.9889390367022,0.64600444899608
"FV_red",59.1332721415925,73.9132745481215,103.506595163593,121.757925757487,149.084995065286,185.636450357066,22.3158496609998,10.7575664288153,0,10.2692795686213,12.5062027109977,16.7465054655175,11.4035708778114
"int_blue",69.4025517102138,84.1825541167428,113.775874732214,132.027205326109,159.354274633908,195.905729925688,32.5851292296212,0.48828686019403,10.2692795686213,0,2.23692314237644,6.47722589689623,1.13429130919011
"int_green",71.6394748525902,86.4194772591192,116.012797874591,134.264128468485,161.591197776284,198.142653068064,34.8220523719976,1.74863628218241,12.5062027109977,2.23692314237644,0,4.24030275451978,1.10263183318633
"int_red",75.87977760711,90.659780013639,120.253100629111,138.504431223005,165.831500530804,202.382955822584,39.0623551265174,5.9889390367022,16.7465054655175,6.47722589689623,4.24030275451978,0,5.34293458770612
"int_white",70.5368430194039,85.3168454259329,114.910166041404,133.161496635299,160.488565943098,197.040021234878,33.7194205388113,0.64600444899608,11.4035708778114,1.13429130919011,1.10263183318633,5.34293458770612,0
