"color","n","mean","sd","se"
"blue",4,82.4051644311268,3.39868958534778,1.69934479267389
"green",4,77.883087091753,10.522396363467,5.26119818173349
"red",4,82.0892577021078,2.88946240597225,1.44473120298613
"white",1,60.4762284397616,NA,NA
