"color","n","mean","sd","se"
"blue",4,50.9834601135207,35.044481477277,17.5222407386385
"green",4,43.8800973954102,47.6874855626752,23.8437427813376
"red",4,63.7398163879221,54.2798728651286,27.1399364325643
"white",1,10.3372735805471,NA,NA
