"","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_green","int_red","int_white"
"conf_green",0,1.2243645849625,0.167466443698544,2.36413099658586,3.57335231136938,3.4546358647153,1.41148766784272,1.27481649597682,0.288809439047796,4.21547855394681,1.60029118763048,4.21725697505705
"conf_red",1.2243645849625,0,1.05689814126396,1.13976641162336,2.34898772640688,2.2302712797528,2.63585225280522,2.49918108093932,1.5131740240103,5.43984313890931,2.82465577259298,5.44162156001956
"fusion_blue",0.167466443698544,1.05689814126396,0,2.19666455288731,3.40588586767083,3.28716942101676,1.57895411154126,1.44228293967537,0.45627588274634,4.38294499764535,1.76775763132902,4.3847234187556
"fusion_green",2.36413099658586,1.13976641162336,2.19666455288731,0,1.20922131478352,1.09050486812944,3.77561866442858,3.63894749256268,2.65294043563365,6.57960955053267,3.96442218421633,6.58138797164291
"fusion_red",3.57335231136938,2.34898772640688,3.40588586767083,1.20922131478352,0,0.118716446654076,4.9848399792121,4.8481688073462,3.86216175041717,7.78883086531619,5.17364349899985,7.79060928642643
"FV_blue",3.4546358647153,2.2302712797528,3.28716942101676,1.09050486812944,0.118716446654076,0,4.86612353255802,4.72945236069212,3.7434453037631,7.67011441866211,5.05492705234577,7.67189283977235
"FV_green",1.41148766784272,2.63585225280522,1.57895411154126,3.77561866442858,4.9848399792121,4.86612353255802,0,0.136671171865899,1.12267822879492,2.80399088610409,0.188803519787754,2.80576930721433
"FV_red",1.27481649597682,2.49918108093932,1.44228293967537,3.63894749256268,4.8481688073462,4.72945236069212,0.136671171865899,0,0.986007056929026,2.94066205796999,0.325474691653653,2.94244047908023
"int_blue",0.288809439047796,1.5131740240103,0.45627588274634,2.65294043563365,3.86216175041717,3.7434453037631,1.12267822879492,0.986007056929026,0,3.92666911489901,1.31148174858268,3.92844753600926
"int_green",4.21547855394681,5.43984313890931,4.38294499764535,6.57960955053267,7.78883086531619,7.67011441866211,2.80399088610409,2.94066205796999,3.92666911489901,0,2.61518736631633,0.00177842111024518
"int_red",1.60029118763048,2.82465577259298,1.76775763132902,3.96442218421633,5.17364349899985,5.05492705234577,0.188803519787754,0.325474691653653,1.31148174858268,2.61518736631633,0,2.61696578742658
"int_white",4.21725697505705,5.44162156001956,4.3847234187556,6.58138797164291,7.79060928642643,7.67189283977235,2.80576930721433,2.94244047908023,3.92844753600926,0.00177842111024518,2.61696578742658,0
