"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,21325.131372163,7108.37712405433,13.8281017400332,0.00419848135088045
"color",3,2439.82865246599,813.276217488664,1.58208633024359,0.289086779043383
"Residuals",6,3084.31797408974,514.052995681623,NA,NA
