"system","n","mean","sd","se"
"fusion",3,28.1137631720325,6.95231573241541,4.01392135960131
"conf",3,22.5344437423415,1.73221731600782,1.00009613369205
"FV",3,3.25656588365042,2.77060465780438,1.59960934500139
"int",4,38.5055284164889,24.284908934368,12.142454467184
