"system","n","mean","sd","se"
"fusion",3,123.258595485108,23.2812248559409,13.4414214376417
"conf",3,60.936063907576,13.6532798256905,7.8827247826837
"FV",3,26.5761310761521,12.0146967859841,6.93668842361968
"int",4,13.0274891135199,3.28635195543485,1.64317597771743
