"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,22602.4138477578,7534.13794925259,1.08754406314992,0.423357495800583
"color",3,28410.3534875493,9470.1178291831,1.36700051045389,0.339662750028923
"Residuals",6,41565.9734876267,6927.66224793778,NA,NA
