"color","n","mean","sd","se"
"blue",4,24.0303023467098,16.0162060336737,8.00810301683684
"green",4,16.0578042690122,15.8086653305791,7.90433266528957
"red",4,28.9448962899565,32.8988482837332,16.4494241418666
"white",1,1.86255203319103,NA,NA
