"system","n","mean","sd","se"
"fusion",3,91.4056698588485,33.5843514056372,19.3899343246036
"conf",3,43.0039956794875,19.6206930982873,11.3280124419832
"FV",3,6.86026895962125,7.96695565456457,4.59972399178467
"int",4,20.3272599740566,6.13631549625447,3.06815774812724
