"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,96705.8145548633,32235.2715182878,0.414891512387183,0.747783856244965
"color",2,120894.852828262,60447.426414131,0.77800257245061,0.495329861144642
"Residuals",7,543869.647584975,77695.6639407107,NA,NA
