"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,126.79376433753,42.2645881125099,6.04518997340749,0.0302995539885447
"color",3,38.9875662171708,12.9958554057236,1.85882362287307,0.237355581587715
"Residuals",6,41.9486450865198,6.99144084775331,NA,NA
