"color","n","mean","sd","se"
"blue",4,48.3689275223062,13.1274923393247,6.56374616966235
"green",4,51.1082636247109,9.17245965899303,4.58622982949651
"red",4,53.1989373471382,12.1300404713474,6.06502023567371
"white",1,47.192959464996,NA,NA
