"system","n","mean","sd","se"
"fusion",3,16.0909157524757,8.68753510047269,5.01575072885223
"conf",3,21.614125407867,11.6316196954538,6.71551876228158
"FV",3,29.0191603013858,3.67554509192731,2.12207694824284
"int",4,24.3657120245765,7.33241541048251,3.66620770524125
