"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,0.00294340443009602,0.000981134810032008,44.2806037246531,0.000173653051861732
"color",3,8.91135170376577e-05,2.97045056792193e-05,1.34062458223789,0.346616759796785
"Residuals",6,0.000132943283628145,2.21572139380242e-05,NA,NA
