"system","n","mean","sd","se"
"fusion",3,21.7530329224154,5.67212642449552,3.27480371806008
"conf",3,26.4253043154635,5.83938888664837,3.37137274560935
"FV",3,31.2625025126344,8.29381477450867,4.78843619267147
"int",4,35.7310252255937,4.71216593214219,2.35608296607109
