"system","n","mean","sd","se"
"fusion",3,63.9078373771013,5.29406258326431,3.05652845755437
"conf",3,68.7649433083297,5.3691730358831,3.09989349759279
"FV",3,67.7771816740688,7.7775616395978,4.4903773062607
"int",4,65.0390639628159,23.7848609675122,11.8924304837561
