"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,0.0428081125825051,0.0060770110364753,0.0308971709510135,0.0547190542139967,0.0897742670356395
"fusion",3,0.0731621308722221,0.00808763205118112,0.0573103720519071,0.0890138896925371,0.0700898996323517
"FV",3,0.00673265485181477,0.00994133800487847,-0.012752367637747,0.0262176773413766,0.621029314187695
"int",3,-0.15058834901115,0.0957468400827359,-0.338252155573313,0.037075457551012,0.36054389587165
