"color","n","mean","sd","se"
"blue",3,79.3563564062871,2.77948469218675,1.60473623524246
"green",4,84.4985504753406,5.68257359810311,2.84128679905155
"red",4,82.411358101404,5.59191240038755,2.79595620019377
"white",1,90.9173634793011,NA,NA
