"color","n","mean","sd","se"
"blue",4,17.5366948279748,13.4508757147212,6.72543785736058
"green",4,38.3647956389378,36.9464393887584,18.4732196943792
"red",4,57.1286795328802,38.2404316444986,19.1202158222493
"white",1,4.8395292222555,NA,NA
