"color","n","mean","sd","se"
"blue",4,20.6255980433497,4.36715462942354,2.18357731471177
"green",4,22.6240243574228,2.91890565617723,1.45945282808861
"red",4,19.8845579441532,4.0426468394274,2.0213234197137
"white",1,23.8833123968148,NA,NA
