"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,31607.0611474858,10535.6870491619,0.185869408670807,0.902705418409633
"color",2,105395.87651252,52697.9382562599,0.929691113275889,0.438461134241172
"Residuals",7,396782.934166169,56683.2763094527,NA,NA
