"system","n","mean","sd","se"
"fusion",3,318.60494291455,39.1705058522468,22.6151020980885
"conf",2,249.839828656738,52.0034468257426,36.7719898955566
"FV",3,182.536969930817,47.826479396175,27.6126307537737
"int",5,305.805893777959,361.853183558263,161.825663262197
