"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,46946.5229126115,15648.8409708705,5.87335915807644,0.0322452753952547
"color",3,9632.06005660786,3210.68668553595,1.20504234679801,0.385337895706312
"Residuals",6,15986.2598724464,2664.37664540773,NA,NA
