"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,10062.4229737946,3354.14099126488,13.4484861649167,0.00450982253457568
"color",3,1701.6780011305,567.226000376833,2.27430243341445,0.1801250055388
"Residuals",6,1496.43950261773,249.406583769621,NA,NA
