"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,1053.13148072403,351.043826908011,2.60347308235081,0.164391284373441
"color",3,302.641054307645,100.880351435882,0.748166637239375,0.568306651474303
"Residuals",5,674.183707309612,134.836741461922,NA,NA
