"","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_green","int_red","int_white"
"conf_green",0,4.11256064791369,1.11914795782234,5.01965907773685,9.94290217370956,2.55128716472915,7.14393082897523,5.0271343987084,1.52935185091631,6.06979733004519,5.78975086051904,6.19538473149403
"conf_red",4.11256064791369,0,2.99341269009135,0.907098429823158,5.83034152579587,6.66384781264284,11.2564914768889,9.13969504662209,2.58320879699738,10.1823579779589,9.90231150843272,10.3079453794077
"fusion_blue",1.11914795782234,2.99341269009135,0,3.90051111991451,8.82375421588723,3.67043512255148,8.26307878679756,6.14628235653073,0.410203893093971,7.18894528786753,6.90889881834137,7.31453268931637
"fusion_green",5.01965907773685,0.907098429823158,3.90051111991451,0,4.92324309597272,7.57094624246599,12.1635899067121,10.0467934764452,3.49030722682054,11.089456407782,10.8094099382559,11.2150438092309
"fusion_red",9.94290217370956,5.83034152579587,8.82375421588723,4.92324309597272,0,12.4941893384387,17.0868330026848,14.970036572418,8.41355032279326,16.0126995037548,15.7326530342286,16.1382869052036
"FV_blue",2.55128716472915,6.66384781264284,3.67043512255148,7.57094624246599,12.4941893384387,0,4.59264366424608,2.47584723397925,4.08063901564545,3.51851016531604,3.23846369578989,3.64409756676488
"FV_green",7.14393082897523,11.2564914768889,8.26307878679756,12.1635899067121,17.0868330026848,4.59264366424608,0,2.11679643026683,8.67328267989154,1.07413349893004,1.35417996845619,0.948546097481199
"FV_red",5.0271343987084,9.13969504662209,6.14628235653073,10.0467934764452,14.970036572418,2.47584723397925,2.11679643026683,0,6.5564862496247,1.04266293133679,0.762616461810637,1.16825033278563
"int_blue",1.52935185091631,2.58320879699738,0.410203893093971,3.49030722682054,8.41355032279326,4.08063901564545,8.67328267989154,6.5564862496247,0,7.5991491809615,7.31910271143534,7.72473658241034
"int_green",6.06979733004519,10.1823579779589,7.18894528786753,11.089456407782,16.0126995037548,3.51851016531604,1.07413349893004,1.04266293133679,7.5991491809615,0,0.280046469526155,0.12558740144884
"int_red",5.78975086051904,9.90231150843272,6.90889881834137,10.8094099382559,15.7326530342286,3.23846369578989,1.35417996845619,0.762616461810637,7.31910271143534,0.280046469526155,0,0.405633870974995
"int_white",6.19538473149403,10.3079453794077,7.31453268931637,11.2150438092309,16.1382869052036,3.64409756676488,0.948546097481199,1.16825033278563,7.72473658241034,0.12558740144884,0.405633870974995,0
