"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_green","int_red","int_white"
"conf_blue",0,4.79145309680097,16.2040950321887,21.0866998908708,24.4994860029923,16.1509049466457,12.4264965448552,8.80598664363259,3.00157299294229,19.9873005183751,39.6951626166145,3.59129527540173,39.628676252513
"conf_green",4.79145309680097,0,11.4126419353878,16.2952467940698,19.7080329061913,11.3594518498447,7.63504344805427,13.5974397404336,7.79302608974326,15.1958474215741,44.4866157134155,8.3827483722027,44.420129349314
"conf_red",16.2040950321887,11.4126419353878,0,4.88260485868203,8.29539097080358,0.0531900855430862,3.77759848733349,25.0100816758213,19.205668025131,3.78320548618633,55.8992576488033,19.7953903075905,55.8327712847017
"fusion_blue",21.0866998908708,16.2952467940698,4.88260485868203,0,3.41278611212156,4.93579494422511,8.66020334601551,29.8926865345034,24.0882728838131,1.09939937249569,60.7818625074853,24.6779951662725,60.7153761433837
"fusion_green",24.4994860029923,19.7080329061913,8.29539097080358,3.41278611212156,0,8.34858105634667,12.0729894581371,33.3054726466249,27.5010589959346,4.51218548461725,64.1946486196069,28.090781278394,64.1281622555053
"fusion_red",16.1509049466457,11.3594518498447,0.0531900855430862,4.93579494422511,8.34858105634667,0,3.7244084017904,24.9568915902782,19.1524779395879,3.83639557172942,55.8460675632602,19.7422002220474,55.7795811991586
"FV_blue",12.4264965448552,7.63504344805427,3.77759848733349,8.66020334601551,12.0729894581371,3.7244084017904,0,21.2324831884878,15.4280695377975,7.56080397351982,52.1216591614698,16.017791820257,52.0551727973682
"FV_green",8.80598664363259,13.5974397404336,25.0100816758213,29.8926865345034,33.3054726466249,24.9568915902782,21.2324831884878,0,5.8044136506903,28.7932871620077,30.8891759729819,5.21469136823087,30.8226896088804
"FV_red",3.00157299294229,7.79302608974326,19.205668025131,24.0882728838131,27.5010589959346,19.1524779395879,15.4280695377975,5.8044136506903,0,22.9888735113174,36.6935896236723,0.589722282459437,36.6271032595707
"int_blue",19.9873005183751,15.1958474215741,3.78320548618633,1.09939937249569,4.51218548461725,3.83639557172942,7.56080397351982,28.7932871620077,22.9888735113174,0,59.6824631349896,23.5785957937768,59.615976770888
"int_green",39.6951626166145,44.4866157134155,55.8992576488033,60.7818625074853,64.1946486196069,55.8460675632602,52.1216591614698,30.8891759729819,36.6935896236723,59.6824631349896,0,36.1038673412128,0.0664863641015643
"int_red",3.59129527540173,8.3827483722027,19.7953903075905,24.6779951662725,28.090781278394,19.7422002220474,16.017791820257,5.21469136823087,0.589722282459437,23.5785957937768,36.1038673412128,0,36.0373809771112
"int_white",39.628676252513,44.420129349314,55.8327712847017,60.7153761433837,64.1281622555053,55.7795811991586,52.0551727973682,30.8226896088804,36.6271032595707,59.615976770888,0.0664863641015643,36.0373809771112,0
