param,material,process,selected_system,selected_color,training_n_groups,training_median_abs_diff_pct,training_q25_abs_diff_pct,training_q75_abs_diff_pct,heldout_n,heldout_median_abs_diff_pct,heldout_mean_abs_diff_pct,heldout_q25_abs_diff_pct,heldout_q75_abs_diff_pct,retrospective_lowest_abs_diff_pct,excess_over_retrospective_lowest_pct,heldout_category
rsm,ti6al4v,tf,FV,green,58,99.92273472588515,99.89581226536234,99.94667898862008,1,99.7781381062675,99.7781381062675,99.7781381062675,99.7781381062675,99.5643810823246,0.21375702394290386,>30\%
rsm,ti6al4v,tr,int,blue,56,99.92085001311736,99.90054321771163,99.95670724099288,1,99.948360247328,99.948360247328,99.948360247328,99.948360247328,99.8433408030131,0.10501944431489108,>30\%
rsm,ti6al4v,wedm_f,FV,green,58,99.92273472588515,99.89581226536234,99.94667898862008,1,99.868557270378,99.868557270378,99.868557270378,99.868557270378,99.868557270378,0,>30\%
rsm,ti6al4v,wedm_r,FV,green,58,99.9216972790343,99.89349560424563,99.94667898862008,1,99.9236340014468,99.9236340014468,99.9236340014468,99.9236340014468,99.8793662099422,0.04426779150459481,>30\%
rt,14301,b,int,green,58,22.037869300980297,12.364327417744802,46.4411671115266,1,47.3197486109444,47.3197486109444,47.3197486109444,47.3197486109444,13.9872726037818,33.3324760071626,>30\%
rt,14301,gla,int,green,58,22.037869300980297,12.364327417744802,47.220014858593174,1,39.4630596602897,39.4630596602897,39.4630596602897,39.4630596602897,8.22470882705584,31.23835083323386,>30\%
rt,14301,gri,int,green,58,22.6167244013319,12.91123617838425,47.220014858593174,1,10.6422085347899,10.6422085347899,10.6422085347899,10.6422085347899,1.67428435683163,8.96792417795827,10--30\%
rt,14301,hon,int,green,58,22.6167244013319,12.364327417744802,47.220014858593174,1,15.8017781854848,15.8017781854848,15.8017781854848,15.8017781854848,3.17324243491731,12.62853575056749,10--30\%
rt,14301,mf,int,green,58,22.037869300980297,12.364327417744802,47.220014858593174,1,36.2706243080244,36.2706243080244,36.2706243080244,36.2706243080244,1.3365125849178,34.934111723106604,>30\%
rt,14301,mr,int,green,58,22.037869300980297,12.364327417744802,46.4411671115266,1,82.4115218036996,82.4115218036996,82.4115218036996,82.4115218036996,27.152149698729,55.259372104970595,>30\%
rt,14301,tf,int,green,58,22.037869300980297,12.364327417744802,46.4411671115266,1,73.5978112932226,73.5978112932226,73.5978112932226,73.5978112932226,16.6314543755016,56.966356917721,>30\%
rt,14301,tr,int,green,58,22.037869300980297,12.364327417744802,47.220014858593174,1,22.6788679919951,22.6788679919951,22.6788679919951,22.6788679919951,10.1364808810439,12.542387110951202,10--30\%
rt,14301,wedm_f,int,green,58,22.6167244013319,12.364327417744802,47.220014858593174,1,19.8130267176995,19.8130267176995,19.8130267176995,19.8130267176995,9.36121163986149,10.45181507783801,10--30\%
rt,14301,wedm_r,int,green,58,22.6167244013319,12.91123617838425,47.220014858593174,1,3.93535461864002,3.93535461864002,3.93535461864002,3.93535461864002,0.204999435797007,3.730355182843013,<10\%
rt,al7075,b,FV,blue,58,22.4787323899689,12.98870709556935,47.312061165452995,1,370.858987297173,370.858987297173,370.858987297173,370.858987297173,8.75558237107937,362.1034049260936,>100\%
rt,al7075,gla,int,green,58,22.6167244013319,12.364327417744802,47.220014858593174,1,20.07259789812,20.07259789812,20.07259789812,20.07259789812,5.60669134665082,14.465906551469182,10--30\%
rt,al7075,gri,int,green,58,22.037869300980297,12.364327417744802,46.4411671115266,1,55.3521847811197,55.3521847811197,55.3521847811197,55.3521847811197,6.64587027362221,48.706314507497495,>30\%
rt,al7075,hon,int,green,58,22.037869300980297,12.364327417744802,46.4411671115266,1,62.9972216088527,62.9972216088527,62.9972216088527,62.9972216088527,5.26409339819057,57.73312821066213,>30\%
rt,al7075,mf,int,green,58,22.037869300980297,12.364327417744802,46.4411671115266,1,65.4831156018679,65.4831156018679,65.4831156018679,65.4831156018679,6.53216014922753,58.950955452640365,>30\%
rt,al7075,mr,int,green,58,22.037869300980297,12.364327417744802,46.4411671115266,1,52.3776932630833,52.3776932630833,52.3776932630833,52.3776932630833,33.5236009525986,18.854092310484702,>30\%
rt,al7075,tf,int,green,58,22.037869300980297,12.364327417744802,46.4411671115266,1,71.6823978307772,71.6823978307772,71.6823978307772,71.6823978307772,34.1020277302897,37.58037010048751,>30\%
rt,al7075,tr,int,green,58,22.037869300980297,12.364327417744802,47.220014858593174,1,39.2453803410032,39.2453803410032,39.2453803410032,39.2453803410032,15.8115285884974,23.4338517525058,>30\%
rt,al7075,wedm_f,FV,blue,58,22.4787323899689,12.98870709556935,49.8630974718746,1,39.6386475546224,39.6386475546224,39.6386475546224,39.6386475546224,3.32447808491515,36.31416946970725,>30\%
rt,al7075,wedm_r,int,green,58,22.6167244013319,12.364327417744802,47.220014858593174,1,14.3523944408781,14.3523944408781,14.3523944408781,14.3523944408781,11.9734112952264,2.3789831456517003,10--30\%
rt,c45,b,int,green,58,22.037869300980297,12.364327417744802,47.220014858593174,1,39.1614147451264,39.1614147451264,39.1614147451264,39.1614147451264,14.7221747945496,24.4392399505768,>30\%
rt,c45,gla,int,green,58,22.6167244013319,12.364327417744802,47.220014858593174,1,14.5978419264789,14.5978419264789,14.5978419264789,14.5978419264789,1.21942591952526,13.378416006953639,10--30\%
rt,c45,gri,FV,blue,58,22.4787323899689,12.98870709556935,47.312061165452995,1,83.5584459361088,83.5584459361088,83.5584459361088,83.5584459361088,9.73928516062007,73.81916077548873,>30\%
rt,c45,hon,int,green,58,22.6167244013319,12.364327417744802,47.220014858593174,1,14.7139139177163,14.7139139177163,14.7139139177163,14.7139139177163,1.16678240716582,13.547131510550479,10--30\%
rt,c45,mf,int,green,58,22.037869300980297,12.364327417744802,47.220014858593174,1,32.9613092453635,32.9613092453635,32.9613092453635,32.9613092453635,1.54935741494582,31.41195183041768,>30\%
rt,c45,mr,int,green,58,22.037869300980297,12.364327417744802,47.220014858593174,1,37.1415790657285,37.1415790657285,37.1415790657285,37.1415790657285,7.31114543659105,29.83043362913745,>30\%
