"system","n","mean","sd","se"
"fusion",3,37.4173674452915,9.73524570534418,5.62064672860761
"conf",3,7.07675021362157,5.11021501372354,2.95038401379015
"FV",3,24.63875940494,14.5355227072117,8.39208794782058
"int",4,8.18800351859323,2.88763562871347,1.44381781435674
