"color","n","mean","sd","se"
"blue",4,36.8228882213336,35.9360164201006,17.9680082100503
"green",4,36.5351411224993,15.7785934853231,7.88929674266154
"red",4,46.543633760412,30.9648513783683,15.4824256891842
"white",1,18.9246199066266,NA,NA
