"","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_blue","int_green","int_red","int_white"
"conf_green",0,55.6553213365072,12.7529125729124,59.408363394087,144.645809613887,72.459612119972,84.3066366076898,72.4153069717594,176.269547698098,178.999562387262,69.6550676969328,102.765457137352,68.2502254079771
"conf_red",55.6553213365072,0,42.9024087635949,3.75304205757973,88.9904882773797,16.8042907834648,139.961957944197,128.070628308267,120.614226361591,123.344241050755,125.31038903344,158.42077847386,123.905546744484
"fusion_blue",12.7529125729124,42.9024087635949,0,46.6554508211746,131.892897040975,59.7066995470597,97.0595491806022,85.1682195446717,163.516635125186,166.246649814349,82.4079802698452,115.518369710265,81.0031379808894
"fusion_green",59.408363394087,3.75304205757973,46.6554508211746,0,85.2374462197999,13.0512487258851,143.715000001777,131.823670365846,116.861184304011,119.591198993175,129.06343109102,162.173820531439,127.658588802064
"fusion_red",144.645809613887,88.9904882773797,131.892897040975,85.2374462197999,0,72.1861974939148,228.952446221577,217.061116585646,31.6237380842111,34.3537527733749,214.30087731082,247.411266751239,212.896035021864
"FV_blue",72.459612119972,16.8042907834648,59.7066995470597,13.0512487258851,72.1861974939148,0,156.766248727662,144.874919091731,103.809935578126,106.53995026729,142.114679816905,175.225069257324,140.709837527949
"FV_green",84.3066366076898,139.961957944197,97.0595491806022,143.715000001777,228.952446221577,156.766248727662,0,11.8913296359304,260.576184305788,263.306198994952,14.6515689107569,18.4588205296625,16.0564111997127
"FV_red",72.4153069717594,128.070628308267,85.1682195446717,131.823670365846,217.061116585646,144.874919091731,11.8913296359304,0,248.684854669857,251.414869359021,2.76023927482652,30.3501501655929,4.16508156378229
"int_blue",176.269547698098,120.614226361591,163.516635125186,116.861184304011,31.6237380842111,103.809935578126,260.576184305788,248.684854669857,0,2.73001468916374,245.924615395031,279.03500483545,244.519773106075
"int_blue",178.999562387262,123.344241050755,166.246649814349,119.591198993175,34.3537527733749,106.53995026729,263.306198994952,251.414869359021,2.73001468916374,0,248.654630084195,281.765019524614,247.249787795239
"int_green",69.6550676969328,125.31038903344,82.4079802698452,129.06343109102,214.30087731082,142.114679816905,14.6515689107569,2.76023927482652,245.924615395031,248.654630084195,0,33.1103894404195,1.40484228895576
"int_red",102.765457137352,158.42077847386,115.518369710265,162.173820531439,247.411266751239,175.225069257324,18.4588205296625,30.3501501655929,279.03500483545,281.765019524614,33.1103894404195,0,34.5152317293752
"int_white",68.2502254079771,123.905546744484,81.0031379808894,127.658588802064,212.896035021864,140.709837527949,16.0564111997127,4.16508156378229,244.519773106075,247.249787795239,1.40484228895576,34.5152317293752,0
