"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,0.223551319187247,0.0453719613616551,0.134622274918403,0.312480363456091,0.127476759162681
"fusion",3,0.181780702302445,0.015635257202401,0.151135598185739,0.212425806419151,0.0546222798602631
"FV",3,-0.0740988728795323,0.0419258125198761,-0.156273465418489,0.00807571965942482,0.327795267366369
"int",3,-0.00074856792274357,0.0182997105269626,-0.0366160005555903,0.0351188647101032,0.973972943404866
