"color","n","mean","sd","se"
"blue",4,53.9257441393136,17.3092712096782,8.65463560483909
"green",4,41.0179732556098,13.4899530072113,6.74497650360567
"red",4,30.9850423762912,27.3483285318883,13.6741642659442
"white",1,34.7798404358627,NA,NA
