"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_blue","FV_green","FV_red","int_blue","int_green","int_red"
"conf_blue",0,2.42225665197947,63.0152492000176,120.089756706027,108.923073416751,202.934443322856,30.7233479981089,314.011132393179,76.559321924894,71.8496678033106,111.158173190587,281.278442601168,541.568575758084
"conf_green",2.42225665197947,0,65.4375058519971,122.512013358006,111.345330068731,205.356699974836,28.3010913461294,316.433389045158,74.1370652729145,69.4274111513312,108.735916538607,278.856185949189,543.990832410064
"conf_red",63.0152492000176,65.4375058519971,0,57.0745075060094,45.9078242167337,139.919194122838,93.7385971981265,250.995883193161,139.574571124912,134.864917003328,174.173422390604,344.293691801186,478.553326558067
"fusion_blue",120.089756706027,122.512013358006,57.0745075060094,0,11.1666832892757,82.8446866168291,150.813104704136,193.921375687152,196.649078630921,191.939424509338,231.247929896614,401.368199307195,421.478819052057
"fusion_green",108.923073416751,111.345330068731,45.9078242167337,11.1666832892757,0,94.0113699061047,139.64642141486,205.088058976427,185.482395341645,180.772741220062,220.081246607338,390.20151601792,432.645502341333
"fusion_red",202.934443322856,205.356699974836,139.919194122838,82.8446866168291,94.0113699061047,0,233.657791320965,111.076689070323,279.49376524775,274.784111126167,314.092616513443,484.212885924024,338.634132435228
"FV_blue",30.7233479981089,28.3010913461294,93.7385971981265,150.813104704136,139.64642141486,233.657791320965,0,344.734480391287,45.8359739267851,41.1263198052018,80.4348251924778,250.555094603059,572.291923756193
"FV_blue",314.011132393179,316.433389045158,250.995883193161,193.921375687152,205.088058976427,111.076689070323,344.734480391287,0,390.570454318073,385.860800196489,425.169305583765,595.289574994347,227.557443364906
"FV_green",76.559321924894,74.1370652729145,139.574571124912,196.649078630921,185.482395341645,279.49376524775,45.8359739267851,390.570454318073,0,4.70965412158333,34.5988512656927,204.719120676274,618.127897682978
"FV_red",71.8496678033106,69.4274111513312,134.864917003328,191.939424509338,180.772741220062,274.784111126167,41.1263198052018,385.860800196489,4.70965412158333,0,39.308505387276,209.428774797858,613.418243561395
"int_blue",111.158173190587,108.735916538607,174.173422390604,231.247929896614,220.081246607338,314.092616513443,80.4348251924778,425.169305583765,34.5988512656927,39.308505387276,0,170.120269410582,652.726748948671
"int_green",281.278442601168,278.856185949189,344.293691801186,401.368199307195,390.20151601792,484.212885924024,250.555094603059,595.289574994347,204.719120676274,209.428774797858,170.120269410582,0,822.847018359253
"int_red",541.568575758084,543.990832410064,478.553326558067,421.478819052057,432.645502341333,338.634132435228,572.291923756193,227.557443364906,618.127897682978,613.418243561395,652.726748948671,822.847018359253,0
