"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,1551.36057438532,517.120191461773,1.24786676425942,0.372545639305362
"color",3,743.641950294952,247.880650098317,0.598162728642117,0.639250547583869
"Residuals",6,2486.42021539218,414.40336923203,NA,NA
