"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_green","int_red","int_white"
"conf_blue",0,0.00591995233882869,0.0106632381759653,0.0149161620885252,0.0172423078766002,0.0204860808129439,0.0246613271857257,0.0313248508936539,0.02663486348753,0.0162940031413967,0.0103028069322733,0.0104287440889124
"conf_green",0.00591995233882869,0,0.00474328583713657,0.0089962097496965,0.0113223555377715,0.0145661284741152,0.0305812795245544,0.0372448032324826,0.0325548158263587,0.0222139554802254,0.0162227592711019,0.0163486964277411
"conf_red",0.0106632381759653,0.00474328583713657,0,0.00425292391255994,0.00657906970063493,0.00982284263697863,0.0353245653616909,0.0419880890696191,0.0372981016634952,0.026957241317362,0.0209660451082385,0.0210919822648776
"fusion_blue",0.0149161620885252,0.0089962097496965,0.00425292391255994,0,0.002326145788075,0.0055699187244187,0.0395774892742509,0.0462410129821791,0.0415510255760552,0.0312101652299219,0.0252189690207985,0.0253449061774376
"fusion_green",0.0172423078766002,0.0113223555377715,0.00657906970063493,0.002326145788075,0,0.0032437729363437,0.0419036350623259,0.0485671587702541,0.0438771713641302,0.0335363110179969,0.0275451148088734,0.0276710519655126
"fusion_red",0.0204860808129439,0.0145661284741152,0.00982284263697863,0.0055699187244187,0.0032437729363437,0,0.0451474079986696,0.0518109317065978,0.0471209443004739,0.0367800839543406,0.0307888877452172,0.0309148249018563
"FV_blue",0.0246613271857257,0.0305812795245544,0.0353245653616909,0.0395774892742509,0.0419036350623259,0.0451474079986696,0,0.00666352370792822,0.0019735363018043,0.00836732404432894,0.0143585202534524,0.0142325830968133
"FV_green",0.0313248508936539,0.0372448032324826,0.0419880890696191,0.0462410129821791,0.0485671587702541,0.0518109317065978,0.00666352370792822,0,0.00468998740612392,0.0150308477522572,0.0210220439613806,0.0208961068047415
"FV_red",0.02663486348753,0.0325548158263587,0.0372981016634952,0.0415510255760552,0.0438771713641302,0.0471209443004739,0.0019735363018043,0.00468998740612392,0,0.0103408603461332,0.0163320565552567,0.0162061193986176
"int_green",0.0162940031413967,0.0222139554802254,0.026957241317362,0.0312101652299219,0.0335363110179969,0.0367800839543406,0.00836732404432894,0.0150308477522572,0.0103408603461332,0,0.00599119620912347,0.00586525905248436
"int_red",0.0103028069322733,0.0162227592711019,0.0209660451082385,0.0252189690207985,0.0275451148088734,0.0307888877452172,0.0143585202534524,0.0210220439613806,0.0163320565552567,0.00599119620912347,0,0.000125937156639111
"int_white",0.0104287440889124,0.0163486964277411,0.0210919822648776,0.0253449061774376,0.0276710519655126,0.0309148249018563,0.0142325830968133,0.0208961068047415,0.0162061193986176,0.00586525905248436,0.000125937156639111,0
