"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_green","int_red","int_white"
"conf_blue",0,0.773437389527635,3.53669273117219,6.67253426801598,4.66617985019248,8.98250615199187,3.29292491989039,1.50784210176333,1.42978730385926,7.22325309034673,3.65259579099685,6.69604809179798
"conf_green",0.773437389527635,0,2.76325534164456,5.89909687848834,3.89274246066485,8.20906876246424,2.51948753036276,2.28127949129097,2.20322469338689,6.4498157008191,2.87915840146921,5.92261070227034
"conf_red",3.53669273117219,2.76325534164456,0,3.13584153684379,1.12948711902029,5.44581342081968,0.2437678112818,5.04453483293552,4.96648003503145,3.68656035917454,0.115903059824655,3.15935536062579
"fusion_blue",6.67253426801598,5.89909687848834,3.13584153684379,0,2.00635441782349,2.3099718839759,3.37960934812559,8.18037636977931,8.10232157187524,0.550718822330754,3.01993847701913,0.0235138237819985
"fusion_green",4.66617985019248,3.89274246066485,1.12948711902029,2.00635441782349,0,4.31632630179939,1.37325493030209,6.17402195195582,6.09596715405174,2.55707324015425,1.01358405919564,2.02986824160549
"fusion_red",8.98250615199187,8.20906876246424,5.44581342081968,2.3099718839759,4.31632630179939,0,5.68958123210148,10.4903482537552,10.4122934558511,1.75925306164514,5.32991036099503,2.2864580601939
"FV_blue",3.29292491989039,2.51948753036276,0.2437678112818,3.37960934812559,1.37325493030209,5.68958123210148,0,4.80076702165372,4.72271222374965,3.93032817045634,0.359670871106455,3.40312317190759
"FV_green",1.50784210176333,2.28127949129097,5.04453483293552,8.18037636977931,6.17402195195582,10.4903482537552,4.80076702165372,0,0.0780547979040733,8.73109519211006,5.16043789276018,8.20389019356131
"FV_red",1.42978730385926,2.20322469338689,4.96648003503145,8.10232157187524,6.09596715405174,10.4122934558511,4.72271222374965,0.0780547979040733,0,8.65304039420599,5.0823830948561,8.12583539565724
"int_green",7.22325309034673,6.4498157008191,3.68656035917454,0.550718822330754,2.55707324015425,1.75925306164514,3.93032817045634,8.73109519211006,8.65304039420599,0,3.57065729934989,0.527204998548756
"int_red",3.65259579099685,2.87915840146921,0.115903059824655,3.01993847701913,1.01358405919564,5.32991036099503,0.359670871106455,5.16043789276018,5.0823830948561,3.57065729934989,0,3.04345230080113
"int_white",6.69604809179798,5.92261070227034,3.15935536062579,0.0235138237819985,2.02986824160549,2.2864580601939,3.40312317190759,8.20389019356131,8.12583539565724,0.527204998548756,3.04345230080113,0
