"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",2,-0.00922506250014703,NA,NA,NA,NA
"fusion",3,-0.0124602452533954,0.000625384486454005,-0.0136859988468453,-0.0112344916599456,0.0319254009470512
"FV",3,0.0138782880842863,0.0131166116756053,-0.0118302707999001,0.0395868469684727,0.482042176526947
"int",3,0.0115548392198466,0.0156112028804195,-0.0190431184257756,0.0421527968654688,0.594361268078134
