"system","n","mean","sd","se"
"fusion",3,14.194426514422,6.89653682587154,3.9817173928931
"conf",3,18.9257340861358,12.9322482102326,7.46643698540484
"FV",3,25.4638214934436,3.24656258248528,1.87440378093884
"int",4,34.3404398797303,27.235884690041,13.6179423450205
