"system","n","mean","sd","se"
"fusion",3,99.959903884825,0.00774651300674852,0.00447245136972719
"conf",2,99.9483999880492,0.00367398378083002,0.0025978988453943
"FV",3,99.9584628796795,0.0138514768913949,0.0079971539119207
"int",4,99.9089963906198,0.0591494964812699,0.0295747482406349
