"color","n","mean","sd","se"
"blue",4,99.976810921717,0.00594925109385191,0.00297462554692595
"green",4,99.9724511738418,0.0103859277243255,0.00519296386216277
"red",4,99.9776392407149,0.00473498098302423,0.00236749049151211
"white",1,99.9541866153367,NA,NA
