"system","n","mean","sd","se"
"fusion",3,11.728628778912,1.06975122628886,0.617621158463806
"conf",2,14.9949509532235,0.556354858122232,0.39340229292431
"FV",3,23.1404024536157,1.54593162028001,0.892544037117419
"int",4,14.0707307005037,1.66381983064443,0.831909915322216
