"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,302.06230155041,100.687433850137,0.66838730131258,0.601646594393764
"color",3,834.753702556062,278.251234185354,1.8470983358346,0.239292639359784
"Residuals",6,903.854100630635,150.642350105106,NA,NA
