"color","n","mean","sd","se"
"blue",3,50.9824328729299,32.5480256312131,18.7916113597717
"green",4,39.6790550583932,34.4273335265465,17.2136667632732
"red",4,51.2753863349793,39.571753617938,19.785876808969
"white",1,14.9851834617143,NA,NA
