"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,0.00671674750917633,0.00223891583639211,9.84634288587944,0.0153785392808964
"color",3,0.00169492053504733,0.000564973511682443,2.48465030576098,0.175406919290854
"Residuals",5,0.00113692761989983,0.000227385523979966,NA,NA
