"","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_green","int_red","int_white"
"conf_green",0,1.65326703078341,2.40336009339147,4.9438930186502,6.97882677858898,4.95833372841102,3.46282954803756,3.47527949773136,1.45896204995279,8.15863782032734,3.29537583831755,8.40543060581952
"conf_red",1.65326703078341,0,0.750093062608059,3.29062598786679,5.32555974780557,3.30506669762761,5.11609657882097,5.12854652851478,0.194304980830623,9.81190485111075,4.94864286910096,10.0586976366029
"fusion_blue",2.40336009339147,0.750093062608059,0,2.54053292525873,4.57546668519751,2.55497363501955,5.86618964142903,5.87863959112283,0.944398043438682,10.5619979137188,5.69873593170902,10.808790699211
"fusion_green",4.9438930186502,3.29062598786679,2.54053292525873,0,2.03493375993878,0.0144407097608195,8.40672256668776,8.41917251638156,3.48493096869741,13.1025308389775,8.23926885696775,13.3493236244697
"fusion_red",6.97882677858898,5.32555974780557,4.57546668519751,2.03493375993878,0,2.02049305017796,10.4416563266265,10.4541062763203,5.51986472863619,15.1374645989163,10.2742026169065,15.3842573844085
"FV_blue",4.95833372841102,3.30506669762761,2.55497363501955,0.0144407097608195,2.02049305017796,0,8.42116327644858,8.43361322614238,3.49937167845823,13.1169715487384,8.25370956672857,13.3637643342305
"FV_green",3.46282954803756,5.11609657882097,5.86618964142903,8.40672256668776,10.4416563266265,8.42116327644858,0,0.0124499496938029,4.92179159799035,4.69580827228978,0.167453709720007,4.94260105778196
"FV_red",3.47527949773136,5.12854652851478,5.87863959112283,8.41917251638156,10.4541062763203,8.43361322614238,0.0124499496938029,0,4.93424154768415,4.68335832259598,0.17990365941381,4.93015110808815
"int_blue",1.45896204995279,0.194304980830623,0.944398043438682,3.48493096869741,5.51986472863619,3.49937167845823,4.92179159799035,4.93424154768415,0,9.61759987028013,4.75433788827034,9.86439265577231
"int_green",8.15863782032734,9.81190485111075,10.5619979137188,13.1025308389775,15.1374645989163,13.1169715487384,4.69580827228978,4.68335832259598,9.61759987028013,0,4.86326198200979,0.246792785492175
"int_red",3.29537583831755,4.94864286910096,5.69873593170902,8.23926885696775,10.2742026169065,8.25370956672857,0.167453709720007,0.17990365941381,4.75433788827034,4.86326198200979,0,5.11005476750196
"int_white",8.40543060581952,10.0586976366029,10.808790699211,13.3493236244697,15.3842573844085,13.3637643342305,4.94260105778196,4.93015110808815,9.86439265577231,0.246792785492175,5.11005476750196,0
