"","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_green","int_red","int_white"
"conf_green",0,2.66610883290279,2.46954263649796,5.2414806509612,8.33166489722082,4.98725043110913,7.53497199457743,5.8304901304444,1.53919001093413,5.20587088323444,5.01680488245837,5.23456195591504
"conf_red",2.66610883290279,0,0.196566196404824,2.57537181805841,5.66555606431803,7.65335926401192,10.2010808274802,8.49659896334719,4.20529884383691,7.87197971613723,7.68291371536116,7.90067078881783
"fusion_blue",2.46954263649796,0.196566196404824,0,2.77193801446324,5.86212226072286,7.45679306760709,10.0045146310754,8.30003276694237,4.00873264743209,7.6754135197324,7.48634751895634,7.704104592413
"fusion_green",5.2414806509612,2.57537181805841,2.77193801446324,0,3.09018424625962,10.2287310820703,12.7764526455386,11.0719707814056,6.78067066189533,10.4473515341956,10.2582855334196,10.4760426068762
"fusion_red",8.33166489722082,5.66555606431803,5.86212226072286,3.09018424625962,0,13.31891532833,15.8666368917983,14.1621550276652,9.87085490815495,13.5375357804553,13.3484697796792,13.5662268531359
"FV_blue",4.98725043110913,7.65335926401192,7.45679306760709,10.2287310820703,13.31891532833,0,2.5477215634683,0.843239699335271,3.448060420175,0.218620452125307,0.0295544513492416,0.247311524805909
"FV_green",7.53497199457743,10.2010808274802,10.0045146310754,12.7764526455386,15.8666368917983,2.5477215634683,0,1.70448186413303,5.9957819836433,2.32910111134299,2.51816711211906,2.30041003866239
"FV_red",5.8304901304444,8.49659896334719,8.30003276694237,11.0719707814056,14.1621550276652,0.843239699335271,1.70448186413303,0,4.29130011951028,0.624619247209964,0.813685247986029,0.595928174529362
"int_blue",1.53919001093413,4.20529884383691,4.00873264743209,6.78067066189533,9.87085490815495,3.448060420175,5.9957819836433,4.29130011951028,0,3.66668087230031,3.47761487152425,3.69537194498091
"int_green",5.20587088323444,7.87197971613723,7.6754135197324,10.4473515341956,13.5375357804553,0.218620452125307,2.32910111134299,0.624619247209964,3.66668087230031,0,0.189066000776066,0.0286910726806013
"int_red",5.01680488245837,7.68291371536116,7.48634751895634,10.2582855334196,13.3484697796792,0.0295544513492416,2.51816711211906,0.813685247986029,3.47761487152425,0.189066000776066,0,0.217757073456667
"int_white",5.23456195591504,7.90067078881783,7.704104592413,10.4760426068762,13.5662268531359,0.247311524805909,2.30041003866239,0.595928174529362,3.69537194498091,0.0286910726806013,0.217757073456667,0
