"color","n","mean","sd","se"
"blue",4,44.758560838564,18.6196122199145,9.30980610995725
"green",4,58.5387988557926,8.67231258971513,4.33615629485757
"red",4,55.2133809180934,5.73095503014952,2.86547751507476
"white",1,70.7907152470044,NA,NA
