"color","n","mean","sd","se"
"blue",4,35.9205474779592,25.1979128321213,12.5989564160606
"green",4,44.9163646304204,32.1274862369562,16.0637431184781
"red",4,57.3623396980055,60.3293102707678,30.1646551353839
"white",1,26.8307687051562,NA,NA
