"color","n","mean","sd","se"
"blue",4,46.6565870823622,43.637488288451,21.8187441442255
"green",4,72.6947283312349,76.1836997317885,38.0918498658942
"red",4,93.463304168669,106.319463427275,53.1597317136377
"white",1,7.63494315894757,NA,NA
