"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,990.635785931646,330.211928643882,0.689979261948714,0.590569199989313
"color",3,912.578682982533,304.192894327511,0.635612376512577,0.618895057688815
"Residuals",6,2871.49437834924,478.58239639154,NA,NA
