"color","n","mean","sd","se"
"blue",4,60.4397317555396,33.908410975619,16.9542054878095
"green",4,103.200981261149,80.8557094561261,40.4278547280631
"red",4,95.4419952406275,66.7041029966508,33.3520514983254
"white",1,212.327114905433,NA,NA
