"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,-0.0710541481800726,0.0074954172863064,-0.0857451660612332,-0.0563631302989121,0.066908807593821
"fusion",3,-0.0818698775579344,0.0146272284295491,-0.110539245279851,-0.0532005098360182,0.112553678157894
"FV",3,0.108453086659924,0.0813551356399927,-0.0510029791944615,0.26790915251431,0.409723082108832
"int",3,-0.0136158990314476,0.142586157536706,-0.293084767803391,0.265852969740496,0.939391409440496
